data_venda,marca,modelo,ano_exato,escalao_idade,escalao_kms,combustivel,price_range,canal,country_of_origin,total_vendas
2024-06-28,Seat,Ateca,2021,02. 2021-2024,2. 50-100k,Gasolina,5. 15k-20k,Stock Importação,IT,1
2024-06-28,Peugeot,2008,2021,02. 2021-2024,1. 0-50k,Gasolina,4. 10k-15k,Stock Importação,FR,1
2024-06-28,Chevrolet,Aveo,2008,05. < 2013,3. 100-150k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2024-06-28,Renault,Master,2015,04. 2013-2016,5. 200-250k,Diesel,3. 5k-10k,Stock Importação,Unknown,1
2024-06-28,Peugeot,3008,2017,03. 2017-2020,5. 200-250k,Diesel,4. 10k-15k,Stock Importação,ES,1
2024-06-28,Fiat,Punto,2016,04. 2013-2016,3. 100-150k,Gasolina,3. 5k-10k,Stock PT,PT,1
2024-06-28,Audi,A3 Sportback,2008,05. < 2013,3. 100-150k,Gasolina,3. 5k-10k,Stock PT,PT,1
2024-06-28,Citroen,C3,2019,03. 2017-2020,1. 0-50k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2024-06-28,Mitsubishi,Space Star,2015,04. 2013-2016,2. 50-100k,Gasolina,3. 5k-10k,Stock PT,PT,1
2024-06-28,Peugeot,308,2009,05. < 2013,5. 200-250k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2024-06-28,Renault,Captur,2015,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,Unknown,1
2024-06-28,Fiat,500X,2020,03. 2017-2020,2. 50-100k,Gasolina,4. 10k-15k,Stock Importação,FR,1
2024-06-28,Peugeot,208,2014,04. 2013-2016,2. 50-100k,Gasolina,2. 2.5k-5k,Stock Importação,FR,1
2024-06-28,BMW,1er,2015,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,BE,1
2024-06-28,Peugeot,308,2015,04. 2013-2016,3. 100-150k,Gasolina,2. 2.5k-5k,Stock Importação,FR,1
2024-06-28,Citroen,Berlingo,2018,03. 2017-2020,2. 50-100k,Diesel,4. 10k-15k,Stock PT,PT,1
2024-06-28,Mercedes-Benz,SLK-Klasse,2004,05. < 2013,3. 100-150k,Gasolina,3. 5k-10k,Stock Importação,DE,1
2024-06-28,Renault,Twingo,2011,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock Importação,NL,1
2024-06-28,Mercedes-Benz,B-Klasse,2006,05. < 2013,4. 150-200k,Diesel,3. 5k-10k,Stock PT,PT,1
2024-06-28,Renault,Captur,2014,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,FR,1
2024-06-28,MINI,Clubman,2017,03. 2017-2020,3. 100-150k,Gasolina,3. 5k-10k,Stock Importação,DE,1
2024-06-28,Toyota,Yaris,2012,05. < 2013,5. 200-250k,Diesel,1. 0-2.5k,Stock Importação,Unknown,1
2024-06-28,Volvo,V60,2014,04. 2013-2016,5. 200-250k,Híbrido,3. 5k-10k,Stock PT,NL,1
2024-06-28,Dacia,Sandero,2014,04. 2013-2016,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2024-06-28,Renault,Zoe,2020,03. 2017-2020,1. 0-50k,Elétrico,4. 10k-15k,Stock Importação,Unknown,1
2024-06-28,Citroen,C2,2006,05. < 2013,3. 100-150k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2024-06-28,Peugeot,3008,2019,03. 2017-2020,3. 100-150k,Diesel,4. 10k-15k,Stock Importação,FR,1
2024-06-28,Citroen,C3,2016,04. 2013-2016,3. 100-150k,Gasolina,2. 2.5k-5k,Stock Importação,FR,1
2024-06-28,Citroen,C2,2007,05. < 2013,3. 100-150k,Gasolina,2. 2.5k-5k,Stock PT,PT,1
2024-06-28,Peugeot,308,2015,04. 2013-2016,3. 100-150k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2024-06-28,Nissan,Qashqai,2014,04. 2013-2016,3. 100-150k,Diesel,4. 10k-15k,Stock PT,PT,1
2024-06-28,Smart,fortwo,2015,04. 2013-2016,2. 50-100k,Gasolina,3. 5k-10k,Stock PT,PT,1
2024-06-28,Dacia,Sandero,2013,04. 2013-2016,2. 50-100k,Gasolina,2. 2.5k-5k,Stock Importação,DE,1
2024-06-28,Peugeot,2008,2014,04. 2013-2016,3. 100-150k,Gasolina,2. 2.5k-5k,Stock Importação,Unknown,1
2024-06-27,MINI,MINI,2009,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock Importação,FR,1
2024-06-27,Seat,Ibiza,2017,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,DE,1
2024-06-27,BMW,5er,1998,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,DE,1
2024-06-27,Volkswagen,ID.4,2022,02. 2021-2024,1. 0-50k,Elétrico,7. 25k+,Stock Importação,Unknown,1
2024-06-27,Citroen,C1,2018,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock PT,PT,1
2024-06-27,BMW,3er,2014,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,DE,1
2024-06-27,Honda,Jazz,2002,05. < 2013,3. 100-150k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2024-06-27,Volkswagen,Golf VII,2014,04. 2013-2016,3. 100-150k,Gasolina,4. 10k-15k,Stock Importação,Unknown,1
2024-06-27,Peugeot,308,2015,04. 2013-2016,4. 150-200k,Diesel,2. 2.5k-5k,Stock Importação,FR,1
2024-06-27,Honda,HR-V,2017,03. 2017-2020,1. 0-50k,Gasolina,5. 15k-20k,Stock PT,PT,1
2024-06-27,Fiat,Punto Evo,2010,05. < 2013,5. 200-250k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2024-06-27,Peugeot,2008,2015,04. 2013-2016,3. 100-150k,Diesel,2. 2.5k-5k,Stock Importação,FR,1
2024-06-27,MINI,Clubman,2010,05. < 2013,6. 250k+,Gasolina,1. 0-2.5k,Stock Importação,IT,1
2024-06-27,BMW,1er,2013,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,PT,1
2024-06-27,Hyundai,H350 Kasten,2017,03. 2017-2020,6. 250k+,Diesel,2. 2.5k-5k,Stock Importação,DE,1
2024-06-27,Mercedes-Benz,CLA-Klasse,2015,04. 2013-2016,3. 100-150k,Diesel,4. 10k-15k,Stock Importação,BE,1
2024-06-27,Peugeot,308,2016,04. 2013-2016,6. 250k+,Diesel,2. 2.5k-5k,Stock Importação,DE,1
2024-06-27,Renault,Captur,2018,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,BE,1
2024-06-27,Peugeot,RCZ,2010,05. < 2013,3. 100-150k,Gasolina,3. 5k-10k,Stock PT,DE,1
2024-06-27,Nissan,Note,2007,05. < 2013,4. 150-200k,Diesel,1. 0-2.5k,Stock Importação,BE,1
2024-06-27,Peugeot,308,2018,03. 2017-2020,3. 100-150k,Diesel,3. 5k-10k,Stock PT,FR,1
2024-06-27,Volkswagen,Passat,2016,04. 2013-2016,5. 200-250k,Diesel,3. 5k-10k,Stock PT,PT,1
2024-06-27,Volvo,V60,2016,04. 2013-2016,3. 100-150k,Diesel,4. 10k-15k,Stock PT,PT,1
2024-06-27,Mazda,CX-3,2018,03. 2017-2020,3. 100-150k,Diesel,4. 10k-15k,Stock PT,PT,1
2024-06-27,Audi,TT,2007,05. < 2013,4. 150-200k,Gasolina,3. 5k-10k,Stock Importação,DE,1
2024-06-27,Mercedes-Benz,A-Klasse,2015,04. 2013-2016,4. 150-200k,Diesel,4. 10k-15k,Stock Importação,FR,1
2024-06-27,Renault,Zoe,2020,03. 2017-2020,1. 0-50k,Elétrico,4. 10k-15k,Stock Importação,Unknown,3
2024-06-27,Toyota,Yaris,2004,05. < 2013,3. 100-150k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2024-06-27,BMW,3er,2016,04. 2013-2016,2. 50-100k,Diesel,4. 10k-15k,Stock Importação,BE,1
2024-06-27,Citroen,C3,2017,03. 2017-2020,3. 100-150k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2024-06-27,Ford,Transit,2015,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,DE,1
2024-06-27,BMW,4er,2016,04. 2013-2016,3. 100-150k,Gasolina,5. 15k-20k,Stock Importação,DE,1
2024-06-27,Dacia,Logan MCV,2016,04. 2013-2016,3. 100-150k,Gasolina,2. 2.5k-5k,Stock PT,PT,1
2024-06-27,Citroen,C4 Grand Picasso,2015,04. 2013-2016,3. 100-150k,Diesel,3. 5k-10k,Stock Importação,FR,1
2024-06-27,Mercedes-Benz,CLA-Klasse,2017,03. 2017-2020,4. 150-200k,Diesel,4. 10k-15k,Stock Importação,DE,1
2024-06-27,Peugeot,208,2017,03. 2017-2020,2. 50-100k,Gasolina,2. 2.5k-5k,Stock Importação,FR,1
2024-06-27,Audi,A6 Allroad,2014,04. 2013-2016,4. 150-200k,Diesel,4. 10k-15k,Stock PT,PT,1
2024-06-27,Mercedes-Benz,A-Klasse,2015,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,BE,1
2024-06-27,BMW,X5,2015,04. 2013-2016,4. 150-200k,Diesel,6. 20k-25k,Stock PT,PT,1
2024-06-27,Volkswagen,Golf VII,2014,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock PT,PT,1
2024-06-27,Honda,Civic,2007,05. < 2013,3. 100-150k,Gasolina,2. 2.5k-5k,Stock PT,PT,1
2024-06-27,Smart,forfour,2006,05. < 2013,5. 200-250k,Diesel,1. 0-2.5k,Stock Importação,DE,1
2024-06-27,BMW,1er,2015,04. 2013-2016,2. 50-100k,Diesel,3. 5k-10k,Stock Importação,BE,1
2024-06-27,Kia,Sportage,2019,03. 2017-2020,2. 50-100k,Diesel,5. 15k-20k,Stock PT,PT,1
2024-06-27,Hyundai,Tucson,2016,04. 2013-2016,2. 50-100k,Diesel,4. 10k-15k,Stock PT,PT,1
2024-06-27,MINI,MINI,2020,03. 2017-2020,1. 0-50k,Gasolina,6. 20k-25k,Stock PT,SE,1
2024-06-27,Peugeot,508,2021,02. 2021-2024,1. 0-50k,Híbrido,6. 20k-25k,Stock Importação,Unknown,1
2024-06-27,BMW,3er,2015,04. 2013-2016,5. 200-250k,Diesel,3. 5k-10k,Stock Importação,DE,1
2024-06-27,Opel,Corsa,2010,05. < 2013,4. 150-200k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2024-06-27,Toyota,Aygo,2014,04. 2013-2016,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,IT,1
2024-06-27,MINI,MINI,2012,05. < 2013,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,DE,1
2024-06-27,Nissan,Micra,2014,04. 2013-2016,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,DE,1
2024-06-27,Audi,A4,2005,05. < 2013,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,PT,1
2024-06-27,Seat,Ibiza,2011,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock Importação,BE,1
2024-06-27,Opel,Insignia Sports Tourer,2009,05. < 2013,4. 150-200k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2024-06-27,Peugeot,206,2002,05. < 2013,2. 50-100k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2024-06-27,Peugeot,2008,2017,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2024-06-27,Mercedes-Benz,A-Klasse,2017,03. 2017-2020,3. 100-150k,Diesel,4. 10k-15k,Stock Importação,DE,1
2024-06-27,Dacia,Sandero,2018,03. 2017-2020,3. 100-150k,Gasolina,2. 2.5k-5k,Stock Importação,Unknown,1
2024-06-27,Land Rover,Evoque,2012,05. < 2013,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,BE,1
2024-06-27,Citroen,C3 Aircross,2019,03. 2017-2020,1. 0-50k,Gasolina,4. 10k-15k,Stock PT,PT,1
2024-06-27,Mercedes-Benz,B-Klasse,2009,05. < 2013,4. 150-200k,Diesel,3. 5k-10k,Stock PT,PT,1
2024-06-27,Mercedes-Benz,CLA-Klasse,2016,04. 2013-2016,4. 150-200k,Diesel,4. 10k-15k,Stock Importação,DE,1
2024-06-27,BMW,X1,2016,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,FR,1
2024-06-27,Skoda,Fabia,2006,05. < 2013,3. 100-150k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2024-06-27,Renault,Megane,2009,05. < 2013,3. 100-150k,Diesel,3. 5k-10k,Stock PT,PT,1
2024-06-27,MINI,Cabrio,2005,05. < 2013,4. 150-200k,Gasolina,1. 0-2.5k,Stock Importação,DE,1
2024-06-27,Audi,A1,2011,05. < 2013,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,Unknown,1
2024-06-27,Mercedes-Benz,CLA-Klasse,2016,04. 2013-2016,4. 150-200k,Diesel,5. 15k-20k,Stock PT,BE,1
2024-06-27,Chevrolet,Spark,2011,05. < 2013,2. 50-100k,Gasolina,2. 2.5k-5k,Stock PT,PT,1
2024-06-27,Ford,Fiesta,2018,03. 2017-2020,2. 50-100k,Gasolina,4. 10k-15k,Stock PT,PT,1
2024-06-27,Peugeot,308,2020,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2024-06-27,Smart,fortwo,2012,05. < 2013,2. 50-100k,Diesel,2. 2.5k-5k,Stock PT,DE,1
2024-06-27,Peugeot,2008,2015,04. 2013-2016,3. 100-150k,Gasolina,2. 2.5k-5k,Stock Importação,ES,1
2024-06-27,Seat,Ibiza,2003,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock Importação,DE,1
2024-06-27,Nissan,Qashqai,2014,04. 2013-2016,3. 100-150k,Gasolina,3. 5k-10k,Stock Importação,DE,1
2024-06-27,Renault,Zoe,2021,02. 2021-2024,1. 0-50k,Elétrico,4. 10k-15k,Stock Importação,Unknown,1
2024-06-27,Smart,fortwo,2004,05. < 2013,3. 100-150k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2024-06-27,Volvo,XC90,2018,03. 2017-2020,5. 200-250k,Diesel,6. 20k-25k,Stock PT,PT,1
2024-06-27,Mercedes-Benz,C-Klasse,2014,04. 2013-2016,4. 150-200k,Diesel,4. 10k-15k,Stock PT,DE,1
2024-06-27,Kia,Picanto,2015,04. 2013-2016,1. 0-50k,Gasolina,3. 5k-10k,Stock PT,PT,1
2024-06-27,BMW,1er,2012,05. < 2013,4. 150-200k,Diesel,2. 2.5k-5k,Stock Importação,BE,1
2024-06-27,Citroen,C3,2018,03. 2017-2020,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,FR,1
2024-06-27,Honda,Civic,2006,05. < 2013,6. 250k+,Gasolina,1. 0-2.5k,Stock PT,PT,1
2024-06-27,Renault,Captur,2019,03. 2017-2020,1. 0-50k,Gasolina,4. 10k-15k,Stock Importação,FR,1
2024-06-27,Dacia,Logan MCV,2016,04. 2013-2016,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,PT,1
2024-06-27,Mercedes-Benz,E-Klasse,2002,05. < 2013,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,PT,1
2024-06-27,Ford,Fusion,2006,05. < 2013,4. 150-200k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2024-06-27,Opel,Insignia,2012,05. < 2013,4. 150-200k,Gasolina,2. 2.5k-5k,Stock PT,PT,1
2024-06-27,Seat,Ibiza,2011,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock Importação,NL,2
2024-06-27,Peugeot,2008,2020,03. 2017-2020,2. 50-100k,Gasolina,4. 10k-15k,Stock Importação,FR,1
2024-06-27,Toyota,ProAce,2021,02. 2021-2024,1. 0-50k,Elétrico,5. 15k-20k,Stock Importação,ES,1
2024-06-27,Volvo,V40,2014,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,NL,1
2024-06-27,Peugeot,206+,2010,05. < 2013,2. 50-100k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2024-06-27,BMW,1er,2017,03. 2017-2020,3. 100-150k,Diesel,3. 5k-10k,Stock Importação,DE,1
2024-06-27,Renault,Espace,2016,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,FR,1
2024-06-27,Volkswagen,Beetle,2012,05. < 2013,4. 150-200k,Gasolina,3. 5k-10k,Stock Importação,DE,1
2024-06-27,Nissan,Qashqai,2007,05. < 2013,5. 200-250k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2024-06-27,Kia,XCeed,2020,03. 2017-2020,1. 0-50k,Gasolina,5. 15k-20k,Stock PT,PT,1
2024-06-27,Citroen,DS3,2013,04. 2013-2016,6. 250k+,Diesel,2. 2.5k-5k,Stock Importação,FR,1
2024-06-27,Opel,Corsa,2011,05. < 2013,2. 50-100k,Gasolina,3. 5k-10k,Stock PT,PT,1
2024-06-27,Fiat,Scudo,2008,05. < 2013,4. 150-200k,Diesel,3. 5k-10k,Stock PT,PT,1
2024-06-27,MINI,MINI,2008,05. < 2013,5. 200-250k,Gasolina,1. 0-2.5k,Stock Importação,DE,1
2024-06-27,Nissan,Note,2014,04. 2013-2016,4. 150-200k,Diesel,2. 2.5k-5k,Stock PT,ES,1
2024-06-27,BMW,X6,2018,03. 2017-2020,2. 50-100k,Diesel,7. 25k+,Stock PT,DE,1
2024-06-27,Volkswagen,Golf VI,2009,05. < 2013,4. 150-200k,Gasolina,3. 5k-10k,Stock Importação,DE,1
2024-06-27,Porsche,Cayenne,2005,05. < 2013,6. 250k+,Gasolina,1. 0-2.5k,Stock Importação,NL,1
2024-06-26,BMW,5er,2012,05. < 2013,6. 250k+,Diesel,3. 5k-10k,Stock PT,PT,1
2024-06-26,Opel,Astra,2020,03. 2017-2020,3. 100-150k,Diesel,3. 5k-10k,Stock PT,DE,1
2024-06-26,Seat,Ibiza,2012,05. < 2013,4. 150-200k,Diesel,1. 0-2.5k,Stock Importação,BE,1
2024-06-26,Audi,A4,2017,03. 2017-2020,3. 100-150k,Diesel,5. 15k-20k,Stock Importação,FR,1
2024-06-26,Volkswagen,Golf VII,2018,03. 2017-2020,2. 50-100k,Gasolina,4. 10k-15k,Stock Importação,FR,1
2024-06-26,Volkswagen,Caddy,2016,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock PT,PT,1
2024-06-26,Smart,fortwo,2019,03. 2017-2020,4. 150-200k,Gasolina,3. 5k-10k,Stock Importação,Unknown,1
2024-06-26,Fiat,Stilo,2005,05. < 2013,4. 150-200k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2024-06-26,Kia,cee'd,2015,04. 2013-2016,3. 100-150k,Diesel,3. 5k-10k,Stock PT,PT,1
2024-06-26,Fiat,Panda,2019,03. 2017-2020,3. 100-150k,Gasolina,3. 5k-10k,Stock PT,PT,1
2024-06-26,Volkswagen,Bora,2001,05. < 2013,5. 200-250k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2024-06-26,Smart,fortwo,2012,05. < 2013,2. 50-100k,Gasolina,2. 2.5k-5k,Stock Importação,FR,1
2024-06-26,Citroen,C3,2004,05. < 2013,3. 100-150k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2024-06-26,BMW,X5,2013,04. 2013-2016,2. 50-100k,Gasolina,4. 10k-15k,Stock PT,PE,1
2024-06-26,Opel,Meriva,2010,05. < 2013,3. 100-150k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2024-06-26,Peugeot,208,2014,04. 2013-2016,2. 50-100k,Gasolina,2. 2.5k-5k,Stock Importação,FR,2
2024-06-26,Peugeot,308,2015,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,DE,1
2024-06-26,Mercedes-Benz,B-Klasse,2015,04. 2013-2016,3. 100-150k,Diesel,4. 10k-15k,Stock PT,PT,1
2024-06-26,BMW,1er,2014,04. 2013-2016,3. 100-150k,Diesel,3. 5k-10k,Stock Importação,BE,1
2024-06-26,Citroen,DS3,2011,05. < 2013,3. 100-150k,Gasolina,3. 5k-10k,Stock Importação,DE,1
2024-06-26,Citroen,DS3,2010,05. < 2013,5. 200-250k,Diesel,2. 2.5k-5k,Stock PT,FR,1
2024-06-26,Porsche,Panamera,2012,05. < 2013,6. 250k+,Diesel,5. 15k-20k,Stock Importação,BE,1
2024-06-26,Seat,Ibiza,2013,04. 2013-2016,4. 150-200k,Diesel,1. 0-2.5k,Stock Importação,Unknown,1
2024-06-26,Peugeot,3008,2018,03. 2017-2020,3. 100-150k,Gasolina,4. 10k-15k,Stock Importação,FR,1
2024-06-26,Citroen,C4 Grand Picasso,2014,04. 2013-2016,5. 200-250k,Diesel,2. 2.5k-5k,Stock Importação,BE,1
2024-06-26,DS Automobiles,DS4 Crossback,2018,03. 2017-2020,5. 200-250k,Gasolina,2. 2.5k-5k,Stock Importação,Unknown,1
2024-06-26,Nissan,Juke,2014,04. 2013-2016,3. 100-150k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2024-06-26,Mercedes-Benz,C-Klasse,2003,05. < 2013,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,DE,1
2024-06-26,Ford,Focus,2016,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock PT,PT,1
2024-06-26,Renault,Megane,2015,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock PT,PT,1
2024-06-26,Opel,Corsa,2002,05. < 2013,3. 100-150k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2024-06-26,Fiat,Punto,2015,04. 2013-2016,3. 100-150k,Gasolina,2. 2.5k-5k,Stock PT,PT,1
2024-06-26,Fiat,500,2013,04. 2013-2016,3. 100-150k,Gasolina,2. 2.5k-5k,Stock Importação,Unknown,1
2024-06-26,Audi,Q7,2008,05. < 2013,4. 150-200k,Diesel,3. 5k-10k,Stock PT,PT,1
2024-06-26,Mercedes-Benz,A-Klasse,2015,04. 2013-2016,3. 100-150k,Diesel,4. 10k-15k,Stock Importação,IT,1
2024-06-26,Peugeot,308,2017,03. 2017-2020,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,FR,1
2024-06-26,DS Automobiles,DS7 Crossback,2020,03. 2017-2020,2. 50-100k,Diesel,5. 15k-20k,Stock Importação,BE,1
2024-06-26,Audi,A3,2012,05. < 2013,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,FR,1
2024-06-26,Audi,A3 Sportback,2014,04. 2013-2016,3. 100-150k,Diesel,5. 15k-20k,Stock PT,FR,1
2024-06-26,Seat,Ibiza,2017,03. 2017-2020,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,DE,1
2024-06-26,BMW,1er,2016,04. 2013-2016,2. 50-100k,Diesel,5. 15k-20k,Stock PT,PT,1
2024-06-26,Fiat,500,2015,04. 2013-2016,3. 100-150k,Gasolina,2. 2.5k-5k,Stock Importação,FR,1
2024-06-26,Opel,Corsa,2012,05. < 2013,4. 150-200k,Diesel,1. 0-2.5k,Stock Importação,BE,1
2024-06-26,Toyota,Yaris,2014,04. 2013-2016,1. 0-50k,Gasolina,3. 5k-10k,Stock PT,PT,1
2024-06-26,Peugeot,Partner,2019,03. 2017-2020,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,Unknown,1
2024-06-26,Mercedes-Benz,A-Klasse,2014,04. 2013-2016,5. 200-250k,Diesel,3. 5k-10k,Stock Importação,BE,1
2024-06-26,Audi,A3,1999,05. < 2013,6. 250k+,Gasolina,1. 0-2.5k,Stock PT,PT,1
2024-06-26,Toyota,Auris Touring Sports,2015,04. 2013-2016,5. 200-250k,Híbrido,3. 5k-10k,Stock PT,IT,1
2024-06-26,Renault,Clio,2017,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock PT,PT,1
2024-06-26,Peugeot,2008,2017,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,Unknown,1
2024-06-26,Peugeot,508,2018,03. 2017-2020,3. 100-150k,Diesel,4. 10k-15k,Stock Importação,FR,1
2024-06-26,Peugeot,208,2021,02. 2021-2024,2. 50-100k,Gasolina,4. 10k-15k,Stock Importação,ES,1
2024-06-26,BMW,5er,2011,05. < 2013,6. 250k+,Diesel,3. 5k-10k,Stock Importação,IT,1
2024-06-26,Citroen,C1,2008,05. < 2013,4. 150-200k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2024-06-26,Kia,Picanto,2019,03. 2017-2020,1. 0-50k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2024-06-26,Toyota,MR 2,2005,05. < 2013,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,DE,1
2024-06-26,Citroen,C1,2011,05. < 2013,2. 50-100k,Gasolina,2. 2.5k-5k,Stock PT,FR,1
2024-06-26,Dacia,Sandero,2021,02. 2021-2024,2. 50-100k,Gás/GPL,3. 5k-10k,Stock Importação,FR,1
2024-06-26,Peugeot,207,2007,05. < 2013,2. 50-100k,Gasolina,2. 2.5k-5k,Stock PT,PT,1
2024-06-26,Citroen,C4 Cactus,2014,04. 2013-2016,4. 150-200k,Gasolina,2. 2.5k-5k,Stock PT,PT,1
2024-06-26,Peugeot,2008,2021,02. 2021-2024,2. 50-100k,Diesel,5. 15k-20k,Stock Importação,IT,1
2024-06-26,Volkswagen,Polo,2015,04. 2013-2016,3. 100-150k,Gasolina,3. 5k-10k,Stock PT,PT,1
2024-06-26,Peugeot,208,2019,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2024-06-26,Peugeot,3008,2017,03. 2017-2020,4. 150-200k,Diesel,4. 10k-15k,Stock Importação,FR,1
2024-06-26,Volvo,S60,2019,03. 2017-2020,1. 0-50k,Gasolina,6. 20k-25k,Stock PT,PT,1
2024-06-26,Mercedes-Benz,C-Klasse,2014,04. 2013-2016,5. 200-250k,Diesel,4. 10k-15k,Stock Importação,DE,1
2024-06-26,Mercedes-Benz,A-Klasse,2019,03. 2017-2020,2. 50-100k,Diesel,6. 20k-25k,Stock PT,PT,1
2024-06-25,Volkswagen,New Beetle,2003,05. < 2013,4. 150-200k,Gasolina,2. 2.5k-5k,Stock PT,PT,1
2024-06-25,Peugeot,308,2018,03. 2017-2020,5. 200-250k,Gasolina,3. 5k-10k,Stock PT,FR,1
2024-06-25,Peugeot,308,2016,04. 2013-2016,3. 100-150k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2024-06-25,Volvo,V40,2014,04. 2013-2016,5. 200-250k,Diesel,3. 5k-10k,Stock PT,DE,1
2024-06-25,Audi,A5,2011,05. < 2013,6. 250k+,Diesel,3. 5k-10k,Stock Importação,BE,1
2024-06-25,Smart,fortwo,2012,05. < 2013,3. 100-150k,Diesel,2. 2.5k-5k,Stock Importação,DE,1
2024-06-25,Jaguar,XE,2016,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock PT,DE,1
2024-06-25,Ford,Fiesta,2018,03. 2017-2020,2. 50-100k,Gasolina,4. 10k-15k,Stock PT,PT,1
2024-06-25,Ford,Fiesta,2014,04. 2013-2016,6. 250k+,Diesel,1. 0-2.5k,Stock Importação,NL,1
2024-06-25,Volkswagen,Scirocco,2009,05. < 2013,4. 150-200k,Gasolina,2. 2.5k-5k,Stock Importação,DE,1
2024-06-25,Fiat,500,2010,05. < 2013,5. 200-250k,Diesel,1. 0-2.5k,Stock Importação,Unknown,1
2024-06-25,MINI,MINI,2016,04. 2013-2016,3. 100-150k,Gasolina,4. 10k-15k,Stock Importação,DE,1
2024-06-25,BMW,3er,2013,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,Unknown,1
